frame_id,det_index,confidence,x,y,width,height_px
878,1,0.9399,0.0,2.6,1920.0,1053.4
879,1,0.9331,2.2,0.0,1917.8,1056.0
880,1,0.8813,6.0,0.0,1914.0,1057.5
881,1,0.918,6.0,0.0,1914.0,1057.5
882,1,0.6836,0.0,3.0,1920.0,1077.0
883,1,0.8315,9.0,4.9,1905.0,1051.1
884,1,0.9512,0.0,5.2,1917.0,1053.8
885,1,0.9575,132.8,3.8,1782.8,1056.0
886,1,0.959,0.0,6.0,1917.0,1053.0
887,1,0.9595,55.5,3.8,1861.5,1057.5
888,1,0.9453,306.8,4.5,1608.8,1059.8
889,1,0.8125,757.5,3.0,1162.5,1062.8
890,1,0.8726,782.2,3.8,1137.8,1058.2
891,1,0.8232,760.5,2.6,1159.5,1062.4
892,1,0.7456,753.0,212.2,1158.0,851.2
893,1,0.6841,753.8,387.8,1022.2,677.2
894,1,0.8193,699.4,432.0,1001.6,633.0
895,1,0.8428,672.0,446.2,987.0,618.8
896,1,0.7686,608.2,444.8,992.2,621.8
897,1,0.4358,138.8,424.5,1428.8,640.5
898,1,0.8296,3.0,451.5,1636.5,614.2
899,1,0.855,675.4,457.5,938.6,609.8
900,1,0.4624,138.0,466.5,1465.5,601.5
900,2,0.3079,666.4,471.0,935.6,595.5
901,1,0.7993,2.2,465.8,1589.2,600.0
902,1,0.8721,778.5,467.2,931.5,598.5
903,1,0.8877,766.5,474.0,942.0,592.5
904,1,0.8857,742.5,473.2,951.0,593.2
905,1,0.8584,708.8,466.5,966.8,599.2
906,1,0.8569,708.0,465.8,964.5,600.0
907,1,0.8599,706.9,464.2,961.1,601.5
908,1,0.8589,707.2,465.8,953.2,599.2
909,1,0.8433,701.2,467.2,953.2,598.5
910,1,0.8525,711.4,468.8,947.6,596.2
911,1,0.7007,711.8,483.8,966.8,582.0
911,2,0.6123,711.8,483.0,966.8,583.5
912,1,0.8667,697.9,487.5,964.1,577.5
913,1,0.8633,709.5,481.5,922.5,585.0
914,1,0.8604,675.8,486.8,920.2,579.8
915,1,0.7866,636.0,496.5,910.5,568.5
916,1,0.8193,654.8,492.8,912.8,573.0
917,1,0.8633,681.8,495.8,911.2,570.8
918,1,0.8633,695.2,496.5,920.2,569.2
919,1,0.8516,697.5,498.8,916.5,567.0
920,1,0.7622,683.2,514.5,912.8,551.2
921,1,0.7241,678.0,520.5,913.5,545.2
922,1,0.8081,693.8,520.5,905.2,545.2
923,1,0.8506,708.0,505.5,930.0,560.2
924,1,0.8364,707.2,513.0,944.2,552.0
925,1,0.853,709.1,507.0,930.4,558.8
926,1,0.8521,707.2,506.2,930.8,559.5
927,1,0.8506,706.1,507.0,934.9,558.8
928,1,0.8521,705.4,504.8,925.1,561.0
929,1,0.8511,704.2,504.0,921.8,561.8
930,1,0.8394,723.0,514.5,916.5,552.0
931,1,0.8481,735.0,516.0,913.5,550.5
932,1,0.8853,802.5,534.0,1047.0,531.8
933,1,0.8853,877.5,543.8,901.5,524.2
934,1,0.8774,899.2,564.0,917.2,503.2
935,1,0.854,897.0,615.0,948.0,452.2
936,1,0.7734,834.0,714.0,946.5,355.5
942,1,0.8447,831.0,630.0,1071.0,437.2
943,1,0.8472,810.8,513.0,1034.2,552.8
944,1,0.8491,811.5,499.5,1032.0,566.2
945,1,0.7891,819.0,501.8,1027.5,564.0
946,1,0.7695,824.2,504.0,1026.8,561.0
947,1,0.8086,822.0,505.5,1029.0,560.2
948,1,0.8184,811.5,518.2,1024.5,548.2
949,1,0.8188,792.8,581.2,1031.2,485.2
950,1,0.8423,758.2,611.2,1028.2,456.8
951,1,0.8125,708.8,652.5,1044.8,415.5
952,1,0.8286,756.8,675.0,1028.2,393.8
953,1,0.8267,761.2,681.0,1020.8,388.5
954,1,0.8198,751.5,696.8,1017.0,372.8
955,1,0.8306,705.8,705.8,1041.8,363.8
956,1,0.8174,701.2,710.2,1041.8,359.2
957,1,0.7598,699.8,710.2,1053.8,359.2
958,1,0.7593,760.5,709.5,1000.5,360.0
959,1,0.6489,732.0,710.2,1021.5,359.2
960,1,0.8003,699.8,711.8,1052.2,357.8
961,1,0.7949,707.2,713.2,1056.8,356.2
962,1,0.8428,773.2,709.5,1010.2,360.0
963,1,0.8843,741.0,674.2,1002.0,395.2
964,1,0.8799,696.8,670.5,1008.8,398.2
965,1,0.8628,678.0,666.0,1002.0,402.8
966,1,0.8481,667.1,669.0,999.4,400.5
967,1,0.8574,666.0,677.2,997.5,392.2
968,1,0.7744,612.8,695.2,1029.8,374.2
969,1,0.8203,699.0,700.5,990.0,369.0
970,1,0.7656,755.6,712.5,976.9,358.5
971,1,0.8174,760.1,711.8,976.9,358.5
972,1,0.8579,758.2,711.0,977.2,359.2
973,1,0.7544,743.2,706.5,983.2,363.0
974,1,0.8481,700.5,692.2,982.5,377.2
975,1,0.7793,642.8,691.5,1016.2,378.0
976,1,0.8623,734.2,679.5,987.8,390.0
977,1,0.8799,701.6,690.0,988.9,379.5
978,1,0.7417,647.6,705.0,1003.9,364.5
979,1,0.6992,646.5,708.0,1000.5,361.5
980,1,0.8237,698.2,517.5,1004.2,549.0
981,1,0.8481,695.2,454.5,975.8,612.0
982,1,0.8354,684.0,479.2,978.0,585.8
983,1,0.7827,617.2,759.0,1008.8,312.0
988,1,0.6826,367.5,728.2,1086.0,341.2
989,1,0.6138,356.6,717.0,1078.9,352.5
990,1,0.5825,354.4,705.0,1089.4,364.5
991,1,0.5796,364.5,703.5,1084.5,365.2
992,1,0.6016,366.0,717.0,1085.2,351.8
993,1,0.6167,379.5,720.0,1077.0,348.8
994,1,0.6968,378.0,721.5,1080.0,348.0
995,1,0.623,376.5,714.0,1083.8,354.8
996,1,0.7031,418.5,672.0,1084.5,397.5
997,1,0.7378,426.0,660.0,1092.0,408.0
998,1,0.7705,444.0,663.0,1095.0,405.8
999,1,0.7974,449.2,663.8,1092.8,405.0
1000,1,0.7939,455.2,667.5,1091.2,402.0
1001,1,0.71,450.0,668.2,1086.0,399.8
1002,1,0.686,459.8,673.5,1079.2,395.2
1003,1,0.6919,459.0,675.8,1078.5,393.0
1004,1,0.688,458.2,679.5,1074.8,389.2
1005,1,0.6626,453.8,682.5,1071.8,386.2
1006,1,0.6899,454.9,679.5,1072.1,389.2
1007,1,0.7339,466.5,683.2,1072.5,385.5
1008,1,0.6953,466.5,681.8,1066.5,387.0
1009,1,0.6968,598.5,648.0,1234.5,418.5
1009,2,0.3545,1683.0,466.5,237.0,598.5
1010,1,0.8643,967.5,609.8,937.5,459.0
1010,2,0.2766,1684.5,465.8,235.5,601.5
1011,1,0.7725,1072.5,666.0,837.0,401.2
1011,2,0.2751,1681.5,465.8,238.5,599.2
1012,1,0.5405,1100.2,838.5,687.8,235.5
1021,1,0.5396,999.8,899.2,612.8,177.0
1022,1,0.2686,0.0,171.4,1203.8,887.6
1023,1,0.644,7.5,41.2,1897.5,1018.5
1024,1,0.8818,0.0,3.0,1590.0,1056.8
1025,1,0.9043,0.0,3.4,1542.0,1056.4
1026,1,0.895,0.0,3.0,1474.5,1059.0
1027,1,0.6333,0.0,1.9,1425.0,1060.9
1027,2,0.5591,0.0,2.2,1412.2,1058.2
1028,1,0.8433,0.0,4.1,1473.0,1058.6
1029,1,0.8076,0.0,3.4,1602.0,1057.1
1030,1,0.9268,9.8,0.8,1910.2,1055.2
1031,1,0.9521,7.5,6.8,1912.5,1049.2
1032,1,0.9468,0.0,6.8,1920.0,1050.8
1033,1,0.9468,0.0,6.4,1920.0,1049.6
1034,1,0.9468,0.0,6.8,1920.0,1050.0
1035,1,0.9458,0.0,6.0,1920.0,1050.0
1036,1,0.939,0.0,6.0,1920.0,1050.8
1037,1,0.9419,0.0,6.0,1920.0,1050.8
1038,1,0.9385,0.0,5.6,1920.0,1051.9
1039,1,0.9341,0.0,5.2,1920.0,1052.2
1040,1,0.9077,0.0,4.5,1920.0,1052.2
1040,2,0.3525,2.2,3.8,1917.8,1053.0
1041,1,0.8838,168.0,4.5,1752.0,1053.0
1042,1,0.3638,1374.0,41.2,546.0,1023.8
1048,1,0.6553,1521.8,468.0,398.2,603.8
1050,1,0.6167,1092.0,469.5,828.0,599.2
1266,1,0.8008,1307.2,721.5,612.8,349.5
1267,1,0.8291,879.8,594.0,779.2,474.0
1268,1,0.8296,787.5,624.8,760.5,442.5
1269,1,0.8433,858.8,627.0,771.8,440.2
1270,1,0.8018,735.8,663.8,755.2,405.8
1271,1,0.6421,620.2,702.8,729.8,366.0
1272,1,0.6738,673.9,694.5,715.1,375.8
1273,1,0.687,681.8,694.5,717.8,375.8
1274,1,0.6699,661.1,690.0,712.1,380.2
1275,1,0.8042,759.8,645.8,738.8,423.8
1276,1,0.3694,1122.8,856.5,774.8,219.0
